Seattle,Truck Driver,"$58,442.00",8.20%
Seattle,Insurance Agent,"$41,725.00",2.30%
Seattle,Medical Technologist,"$65,245.00",3.10%
Seattle,Field Engineer,"$75,112.00",3.00%
Seattle,Machine Operator,"$43,496.00",2.50%
Seattle,Communications Manager,"$83,196.00",0.10%
Seattle,Construction Laborer,"$51,864.00",3.70%
Seattle,Emergency Medical Technician,"$41,035.00",3.30%
Seattle,Web Designer,"$63,251.00",0.00%
Seattle,Maintenance Worker,"$54,011.00",2.30%
Seattle,Barista,"$29,065.00",4.40%
Seattle,Bartender,"$39,226.00",5.50%
Seattle,Civil Engineer,"$76,441.00",1.70%
Seattle,Claims Adjuster,"$55,561.00",4.50%
Seattle,Certified Nursing Assistant,"$37,171.00",4.50%
Seattle,Customer Service Representative,"$44,559.00",3.10%
Seattle,Delivery Driver,"$46,387.00",2.90%
Seattle,Financial Advisor,"$55,556.00",5.50%
Seattle,Licensed Practical Nurse,"$52,522.00",3.30%
Seattle,Loan Officer,"$46,988.00",-2.50%
Seattle,Maintenance Technician,"$51,839.00",4.30%
Seattle,Material Handler,"$41,017.00",5.90%
Seattle,Network Engineer,"$86,640.00",-2.90%
Seattle,Office Manager,"$57,320.00",2.40%
Seattle,Pharmacist,"$128,659.00",3.80%
Seattle,Process Engineer,"$89,955.00",1.20%
Seattle,Program Manager,"$100,891.00",1.60%
Seattle,Research Assistant,"$33,756.00",0.80%
Seattle,Restaurant Manager,"$54,634.00",2.40%
Seattle,Security Officer,"$45,984.00",5.60%
Seattle,Server,"$37,780.00",3.40%
Seattle,Solutions Architect,"$118,935.00",5.00%
Seattle,Systems Engineer,"$93,587.00",2.80%
Seattle,Technical Support,"$53,549.00",3.90%
Seattle,UX Designer,"$96,973.00",0.70%
San Francisco,Software Engineer,"$120,816.00",2.90%
San Francisco,Programmer Analyst,"$90,819.00",1.60%
San Francisco,Consultant,"$96,304.00",2.80%
San Francisco,Project Manager,"$93,563.00",0.50%
San Francisco,Store Manager,"$66,852.00",2.80%
San Francisco,Business Analyst,"$87,115.00",1.80%
San Francisco,Cashier,"$34,894.00",5.90%
San Francisco,Financial Analyst,"$84,461.00",3.20%
San Francisco,Administrative Assistant,"$55,249.00",2.90%
San Francisco,Accountant,"$72,295.00",3.50%
San Francisco,Sales Representative,"$62,591.00",2.10%
San Francisco,Professor,"$123,400.00",0.90%
San Francisco,Registered Nurse,"$115,506.00",2.30%
San Francisco,Marketing Manager,"$101,961.00",2.50%
San Francisco,Operations Manager,"$89,331.00",1.40%
San Francisco,Product Manager,"$129,674.00",3.30%
San Francisco,Sales Manager,"$83,313.00",3.40%
San Francisco,Teacher,"$66,782.00",3.90%
San Francisco,Bank Teller,"$36,479.00",9.20%
San Francisco,Customer Service Manager,"$74,246.00",4.20%
San Francisco,Physical Therapist,"$95,004.00",-1.30%
San Francisco,Mechanical Engineer,"$95,789.00",4.10%
San Francisco,Recruiter,"$75,491.00",3.00%
San Francisco,Design Engineer,"$94,983.00",6.60%
San Francisco,Pharmacy Technician,"$45,884.00",3.40%
San Francisco,Graphic Designer,"$71,490.00",3.90%
San Francisco,Web Developer,"$102,166.00",5.30%
San Francisco,Business Development Manager,"$94,681.00",5.40%
San Francisco,Data Scientist,"$136,270.00",0.80%
San Francisco,Buyer,"$78,300.00",3.30%
San Francisco,Data Analyst,"$90,103.00",3.00%
San Francisco,Electrical Engineer,"$100,738.00",2.60%
San Francisco,Attorney,"$150,036.00",2.70%
San Francisco,Human Resources Manager,"$98,116.00",2.80%
San Francisco,Technician,"$58,986.00",3.00%
San Francisco,Restaurant Cook,"$37,433.00",2.30%
San Francisco,Production Manager,"$87,796.00",3.20%
San Francisco,Manufacturing Engineer,"$93,534.00",1.50%
San Francisco,Retail Key Holder,"$38,087.00",6.00%
San Francisco,Paralegal,"$71,366.00",2.50%
San Francisco,Java Developer,"$101,826.00",6.10%
San Francisco,Warehouse Associate,"$58,829.00",7.90%
San Francisco,Property Manager,"$70,298.00",5.40%
San Francisco,Producer,"$82,928.00",-1.20%
San Francisco,Quality Engineer,"$92,468.00",2.30%
San Francisco,Operations Analyst,"$72,698.00",4.20%
San Francisco,Medical Assistant,"$51,826.00",5.60%
San Francisco,Tax Manager,"$125,571.00",6.20%
San Francisco,Technical Editor,"$73,006.00",2.60%
San Francisco,Truck Driver,"$67,715.00",8.40%
San Francisco,Insurance Agent,"$52,760.00",2.50%
San Francisco,Medical Technologist,"$72,563.00",3.30%
San Francisco,Field Engineer,"$80,930.00",3.20%
San Francisco,Machine Operator,"$50,063.00",2.70%
San Francisco,Communications Manager,"$98,953.00",0.30%
San Francisco,Construction Laborer,"$52,504.00",3.90%
San Francisco,Emergency Medical Technician,"$44,031.00",3.50%
San Francisco,Web Designer,"$79,563.00",0.30%
San Francisco,Maintenance Worker,"$55,108.00",2.50%
San Francisco,Barista,"$30,147.00",4.60%
San Francisco,Bartender,"$39,175.00",5.70%
San Francisco,Civil Engineer,"$87,745.00",1.90%
San Francisco,Claims Adjuster,"$66,888.00",4.70%
San Francisco,Certified Nursing Assistant,"$40,426.00",4.70%
San Francisco,Customer Service Representative,"$49,199.00",3.30%
San Francisco,Delivery Driver,"$48,503.00",3.10%
San Francisco,Financial Advisor,"$69,096.00",5.70%
San Francisco,Licensed Practical Nurse,"$56,761.00",3.50%
San Francisco,Loan Officer,"$54,520.00",-2.30%
San Francisco,Maintenance Technician,"$58,069.00",4.50%
San Francisco,Material Handler,"$44,183.00",6.10%
San Francisco,Network Engineer,"$94,473.00",-2.70%
San Francisco,Office Manager,"$66,768.00",2.60%
San Francisco,Pharmacist,"$143,210.00",4.00%
San Francisco,Process Engineer,"$98,055.00",1.40%
San Francisco,Program Manager,"$103,869.00",1.80%
San Francisco,Research Assistant,"$40,660.00",1.00%
San Francisco,Restaurant Manager,"$65,454.00",2.60%
San Francisco,Security Officer,"$49,947.00",5.80%
San Francisco,Server,"$39,117.00",3.60%
San Francisco,Solutions Architect,"$131,285.00",5.20%
San Francisco,Systems Engineer,"$102,196.00",3.00%
San Francisco,Technical Support,"$66,738.00",4.10%
San Francisco,UX Designer,"$106,187.00",0.90%
Chicago,Software Engineer,"$87,192.00",1.80%
Chicago,Programmer Analyst,"$75,610.00",0.50%
Chicago,Consultant,"$85,686.00",1.70%
Chicago,Project Manager,"$79,249.00",-0.60%
Chicago,Store Manager,"$54,158.00",1.70%
Chicago,Business Analyst,"$73,937.00",0.70%
Chicago,Cashier,"$29,363.00",4.80%
Chicago,Financial Analyst,"$67,835.00",2.10%
Chicago,Administrative Assistant,"$44,647.00",1.80%
Chicago,Accountant,"$60,778.00",2.40%
Chicago,Sales Representative,"$51,821.00",1.00%
Chicago,Professor,"$99,928.00",-0.20%
Chicago,Registered Nurse,"$70,077.00",1.20%
Chicago,Marketing Manager,"$81,084.00",1.40%
Chicago,Operations Manager,"$71,959.00",0.30%
Chicago,Product Manager,"$100,411.00",2.20%
Chicago,Sales Manager,"$71,178.00",2.30%
Chicago,Teacher,"$54,111.00",2.80%
Chicago,Bank Teller,"$31,725.00",8.00%
Chicago,Customer Service Manager,"$62,040.00",3.10%
Chicago,Physical Therapist,"$73,391.00",-2.40%
Chicago,Mechanical Engineer,"$74,886.00",3.00%
Chicago,Recruiter,"$55,083.00",1.90%
Chicago,Design Engineer,"$76,746.00",5.40%
Chicago,Pharmacy Technician,"$32,711.00",2.30%
Chicago,Graphic Designer,"$52,000.00",2.80%
Chicago,Web Developer,"$77,739.00",4.20%
Chicago,Business Development Manager,"$74,002.00",4.20%
Chicago,Data Scientist,"$100,362.00",-0.30%
Chicago,Buyer,"$64,563.00",2.20%
Chicago,Data Analyst,"$66,006.00",1.90%
Chicago,Electrical Engineer,"$80,423.00",1.50%
Chicago,Attorney,"$112,804.00",1.60%
Chicago,Human Resources Manager,"$80,353.00",1.70%
Chicago,Technician,"$49,075.00",1.90%
Chicago,Restaurant Cook,"$29,454.00",1.20%
Chicago,Production Manager,"$69,304.00",2.10%
Chicago,Manufacturing Engineer,"$74,147.00",0.50%
Chicago,Retail Key Holder,"$31,885.00",4.90%
Chicago,Paralegal,"$56,939.00",1.40%
Chicago,Java Developer,"$82,368.00",5.00%
Chicago,Warehouse Associate,"$50,778.00",6.80%
Chicago,Property Manager,"$57,554.00",4.30%
Chicago,Producer,"$63,735.00",-2.30%
Chicago,Quality Engineer,"$75,252.00",1.20%
Chicago,Operations Analyst,"$61,984.00",3.10%
Chicago,Medical Assistant,"$37,496.00",4.50%
Chicago,Tax Manager,"$106,684.00",5.10%
Chicago,Technical Editor,"$59,162.00",1.50%
Chicago,Truck Driver,"$59,126.00",7.20%
Chicago,Insurance Agent,"$42,000.00",1.40%
Chicago,Medical Technologist,"$54,996.00",2.20%
Chicago,Field Engineer,"$68,649.00",2.10%
Chicago,Machine Operator,"$40,040.00",1.60%
Chicago,Communications Manager,"$76,265.00",-0.70%
Chicago,Construction Laborer,"$44,080.00",2.80%
Chicago,Emergency Medical Technician,"$32,580.00",2.40%
Chicago,Web Designer,"$60,180.00",-0.80%
Chicago,Maintenance Worker,"$47,547.00",1.40%
Chicago,Barista,"$25,372.00",3.50%
Chicago,Bartender,"$36,929.00",4.50%
Chicago,Civil Engineer,"$72,302.00",0.80%
Chicago,Claims Adjuster,"$56,416.00",3.60%
Chicago,Certified Nursing Assistant,"$30,430.00",3.60%
Chicago,Customer Service Representative,"$41,515.00",2.20%
Chicago,Delivery Driver,"$40,036.00",2.00%
Chicago,Financial Advisor,"$56,149.00",4.50%
Chicago,Licensed Practical Nurse,"$50,251.00",2.40%
Chicago,Loan Officer,"$40,311.00",-3.40%
Chicago,Maintenance Technician,"$48,994.00",3.40%
Chicago,Material Handler,"$36,288.00",5.00%
Chicago,Network Engineer,"$73,484.00",-3.80%
Chicago,Office Manager,"$51,679.00",1.50%
Chicago,Pharmacist,"$122,952.00",2.90%
Chicago,Process Engineer,"$81,590.00",0.30%
Chicago,Program Manager,"$85,016.00",0.80%
Chicago,Research Assistant,"$33,039.00",-0.10%
Chicago,Restaurant Manager,"$53,824.00",1.50%
Chicago,Security Officer,"$37,386.00",4.70%
Chicago,Server,"$35,606.00",2.50%
Chicago,Solutions Architect,"$113,321.00",4.00%
Chicago,Systems Engineer,"$82,576.00",1.90%
Chicago,Technical Support,"$52,941.00",2.90%
Chicago,UX Designer,"$83,055.00",-0.20%
Boston,Software Engineer,"$97,507.00",1.90%
Boston,Programmer Analyst,"$76,706.00",0.60%
Boston,Consultant,"$92,660.00",1.80%
Boston,Project Manager,"$81,591.00",-0.50%
Boston,Store Manager,"$58,918.00",1.80%
Boston,Business Analyst,"$75,456.00",0.80%
Boston,Cashier,"$31,033.00",4.90%
Boston,Financial Analyst,"$69,385.00",2.20%
Boston,Administrative Assistant,"$49,758.00",1.90%
Boston,Accountant,"$63,082.00",2.50%
Boston,Sales Representative,"$57,099.00",1.10%
Boston,Professor,"$122,200.00",-0.10%
Boston,Registered Nurse,"$77,273.00",1.30%
Boston,Marketing Manager,"$84,164.00",1.50%
Boston,Operations Manager,"$77,447.00",0.40%
Boston,Product Manager,"$108,961.00",2.30%
Boston,Sales Manager,"$77,912.00",2.40%
Boston,Teacher,"$58,656.00",2.80%
Boston,Bank Teller,"$34,972.00",8.10%
Boston,Customer Service Manager,"$63,885.00",3.20%
Boston,Physical Therapist,"$74,192.00",-2.30%
Boston,Mechanical Engineer,"$82,076.00",3.10%
Boston,Recruiter,"$59,704.00",2.00%
Boston,Design Engineer,"$90,311.00",5.50%
Boston,Pharmacy Technician,"$32,938.00",2.30%
Boston,Graphic Designer,"$56,081.00",2.90%
Boston,Web Developer,"$86,003.00",4.20%
Boston,Business Development Manager,"$78,859.00",4.30%
Boston,Data Scientist,"$108,169.00",-0.20%
Boston,Buyer,"$61,406.00",2.30%
Boston,Data Analyst,"$70,226.00",1.90%
Boston,Electrical Engineer,"$86,413.00",1.60%
Boston,Attorney,"$109,605.00",1.70%
Boston,Human Resources Manager,"$85,330.00",1.80%
Boston,Technician,"$49,547.00",2.00%
Boston,Restaurant Cook,"$33,829.00",1.30%
Boston,Production Manager,"$70,548.00",2.20%
Boston,Manufacturing Engineer,"$79,003.00",0.50%
Boston,Retail Key Holder,"$34,515.00",5.00%
Boston,Paralegal,"$57,863.00",1.50%
Boston,Java Developer,"$92,879.00",5.10%
Boston,Warehouse Associate,"$50,405.00",6.90%
Boston,Property Manager,"$64,626.00",4.30%
Boston,Producer,"$66,605.00",-2.20%
Boston,Quality Engineer,"$86,326.00",1.30%
Boston,Operations Analyst,"$60,069.00",3.20%
Boston,Medical Assistant,"$42,420.00",4.50%
Boston,Tax Manager,"$110,559.00",5.20%
Boston,Technical Editor,"$62,553.00",1.60%
Boston,Truck Driver,"$60,913.00",7.30%
Boston,Insurance Agent,"$43,246.00",1.50%
Boston,Medical Technologist,"$64,368.00",2.30%
Boston,Field Engineer,"$75,824.00",2.20%
Boston,Machine Operator,"$42,934.00",1.70%
Boston,Communications Manager,"$79,990.00",-0.70%
Boston,Construction Laborer,"$47,916.00",2.90%
Boston,Emergency Medical Technician,"$41,335.00",2.50%
Boston,Web Designer,"$63,980.00",-0.70%
Boston,Maintenance Worker,"$48,598.00",1.50%
Boston,Barista,"$26,856.00",3.60%
Boston,Bartender,"$43,680.00",4.60%
Boston,Civil Engineer,"$73,030.00",0.90%
Boston,Claims Adjuster,"$55,272.00",3.70%
Boston,Certified Nursing Assistant,"$34,983.00",3.70%
Boston,Customer Service Representative,"$45,481.00",2.30%
Boston,Delivery Driver,"$43,176.00",2.10%
Boston,Financial Advisor,"$64,062.00",4.60%
Boston,Licensed Practical Nurse,"$55,514.00",2.50%
Boston,Loan Officer,"$46,653.00",-3.30%
Boston,Maintenance Technician,"$52,089.00",3.50%
Boston,Material Handler,"$44,590.00",5.10%
Boston,Network Engineer,"$79,723.00",-3.70%
Boston,Office Manager,"$58,717.00",1.60%
Boston,Pharmacist,"$121,281.00",3.00%
Boston,Process Engineer,"$84,164.00",0.40%
Boston,Program Manager,"$87,988.00",0.80%
Boston,Research Assistant,"$37,096.00",0.00%
Boston,Restaurant Manager,"$60,832.00",1.60%
Boston,Security Officer,"$42,707.00",4.80%
Boston,Server,"$41,938.00",2.60%
Boston,Solutions Architect,"$112,737.00",4.10%
Boston,Systems Engineer,"$88,530.00",1.90%
Boston,Technical Support,"$57,810.00",3.00%
Boston,UX Designer,"$88,182.00",-0.10%
Washington DC,Software Engineer,"$95,805.00",2.50%
Washington DC,Programmer Analyst,"$79,464.00",1.20%
Washington DC,Consultant,"$81,398.00",2.50%
Washington DC,Project Manager,"$88,002.00",0.10%
Washington DC,Store Manager,"$57,402.00",2.50%
Washington DC,Business Analyst,"$77,247.00",1.40%
Washington DC,Cashier,"$29,430.00",5.60%
Washington DC,Financial Analyst,"$73,242.00",2.80%
Washington DC,Administrative Assistant,"$47,926.00",2.60%
Washington DC,Accountant,"$65,585.00",3.20%
Washington DC,Sales Representative,"$54,051.00",1.70%
Washington DC,Professor,"$100,486.00",0.60%
Washington DC,Registered Nurse,"$72,395.00",2.00%
Washington DC,Marketing Manager,"$79,590.00",2.10%
Washington DC,Operations Manager,"$76,069.00",1.10%
Washington DC,Product Manager,"$108,083.00",3.00%
Washington DC,Sales Manager,"$71,761.00",3.10%
Washington DC,Teacher,"$58,797.00",3.50%
Washington DC,Bank Teller,"$34,690.00",8.90%
Washington DC,Customer Service Manager,"$58,865.00",3.80%
Washington DC,Physical Therapist,"$78,885.00",-1.70%
Washington DC,Mechanical Engineer,"$79,189.00",3.80%
Washington DC,Recruiter,"$62,832.00",2.60%
Washington DC,Design Engineer,"$84,140.00",6.20%
Washington DC,Pharmacy Technician,"$32,584.00",3.00%
Washington DC,Graphic Designer,"$56,667.00",3.50%
Washington DC,Web Developer,"$87,474.00",4.90%
Washington DC,Business Development Manager,"$85,700.00",5.00%
Washington DC,Data Scientist,"$102,569.00",0.50%
Washington DC,Buyer,"$61,042.00",3.00%
Washington DC,Data Analyst,"$72,167.00",2.60%
Washington DC,Electrical Engineer,"$86,047.00",2.30%
Washington DC,Attorney,"$136,148.00",2.40%
Washington DC,Human Resources Manager,"$82,568.00",2.50%
Washington DC,Technician,"$51,684.00",2.60%
Washington DC,Restaurant Cook,"$31,249.00",2.00%
Washington DC,Production Manager,"$72,549.00",2.80%
Washington DC,Manufacturing Engineer,"$78,651.00",1.20%
Washington DC,Retail Key Holder,"$33,161.00",5.70%
Washington DC,Paralegal,"$58,274.00",2.20%
Washington DC,Java Developer,"$84,407.00",5.80%
Washington DC,Warehouse Associate,"$44,114.00",7.60%
Washington DC,Property Manager,"$63,333.00",5.00%
Washington DC,Producer,"$69,268.00",-1.50%
Washington DC,Quality Engineer,"$81,378.00",2.00%
Washington DC,Operations Analyst,"$72,478.00",3.90%
Washington DC,Medical Assistant,"$40,300.00",5.20%
Washington DC,Tax Manager,"$115,794.00",5.90%
Washington DC,Technical Editor,"$66,945.00",2.30%
Washington DC,Truck Driver,"$55,386.00",8.10%
Washington DC,Insurance Agent,"$43,897.00",2.20%
Washington DC,Medical Technologist,"$58,178.00",3.00%
Washington DC,Field Engineer,"$73,037.00",2.90%
Washington DC,Machine Operator,"$44,230.00",2.40%
Washington DC,Communications Manager,"$82,424.00",0.00%
Washington DC,Construction Laborer,"$40,234.00",3.60%
Washington DC,Emergency Medical Technician,"$43,572.00",3.20%
Washington DC,Web Designer,"$66,111.00",-0.10%
Washington DC,Maintenance Worker,"$44,067.00",2.10%
Washington DC,Barista,"$26,214.00",4.30%
Washington DC,Bartender,"$38,279.00",5.30%
Washington DC,Civil Engineer,"$76,750.00",1.60%
Washington DC,Claims Adjuster,"$55,554.00",4.30%
Washington DC,Certified Nursing Assistant,"$32,607.00",4.40%
Washington DC,Customer Service Representative,"$41,933.00",3.00%
Washington DC,Delivery Driver,"$40,270.00",2.80%
Washington DC,Financial Advisor,"$59,544.00",5.30%
Washington DC,Licensed Practical Nurse,"$48,439.00",3.10%
Washington DC,Loan Officer,"$49,461.00",-2.60%
Washington DC,Maintenance Technician,"$50,015.00",4.20%
Washington DC,Material Handler,"$39,292.00",5.80%
Washington DC,Network Engineer,"$81,974.00",-3.10%
Washington DC,Office Manager,"$56,819.00",2.30%
Washington DC,Pharmacist,"$126,374.00",3.70%
Washington DC,Process Engineer,"$84,057.00",1.00%
Washington DC,Program Manager,"$99,090.00",1.50%
Washington DC,Research Assistant,"$35,621.00",0.70%
Washington DC,Restaurant Manager,"$58,443.00",2.30%
Washington DC,Security Officer,"$47,849.00",5.50%
Washington DC,Server,"$36,320.00",3.30%
Washington DC,Solutions Architect,"$119,918.00",4.80%
Washington DC,Systems Engineer,"$91,751.00",2.60%
Washington DC,Technical Support,"$57,837.00",3.70%
Washington DC,UX Designer,"$88,912.00",0.60%
